CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
63575,55,Female,39,17,10,16,Premium,Quarterly,800,22,1
55496,50,Male,27,2,6,26,Premium,Annual,905,5,1
30695,20,Male,51,27,4,12,Basic,Quarterly,134,4,0
5661,64,Male,43,24,1,12,Premium,Monthly,615,25,0
23093,54,Female,5,18,3,22,Standard,Annual,905,7,0
7772,50,Female,33,5,6,26,Premium,Monthly,988,5,1
41311,65,Female,49,25,5,6,Standard,Quarterly,840,27,0
11465,35,Male,22,2,4,6,Premium,Quarterly,133,27,0
39078,52,Male,60,21,3,25,Standard,Quarterly,204,12,0
38972,36,Female,59,12,10,13,Premium,Monthly,712,27,0
46501,47,Female,17,23,1,29,Basic,Monthly,769,1,1
8691,46,Female,25,13,0,13,Premium,Monthly,443,14,0
19158,32,Female,45,20,10,5,Basic,Monthly,914,5,0
38038,25,Female,42,1,2,4,Basic,Annual,408,26,0
62205,55,Female,32,23,10,30,Premium,Annual,787,17,1
45591,54,Female,1,26,5,21,Premium,Annual,270,30,1
51586,45,Male,36,11,5,24,Standard,Monthly,470,14,1
1770,36,Female,18,25,4,5,Basic,Quarterly,935,12,0
32821,42,Female,39,27,0,19,Basic,Monthly,533,1,0
21357,20,Female,5,26,3,20,Standard,Monthly,329,5,0
30212,26,Female,35,27,8,2,Standard,Annual,783,28,0
16589,38,Male,30,20,1,5,Basic,Quarterly,364,16,0
755,23,Male,53,3,1,24,Premium,Annual,605,18,0
62784,46,Female,9,26,0,27,Basic,Quarterly,428,7,1
37942,41,Male,25,6,8,21,Standard,Annual,350,22,1
36322,56,Female,59,7,9,25,Basic,Monthly,975,5,1
8244,35,Female,16,21,5,6,Standard,Quarterly,721,14,0
21072,45,Male,55,26,4,6,Standard,Monthly,488,8,0
63859,32,Male,25,27,7,25,Premium,Quarterly,456,8,1
61388,54,Female,34,16,5,26,Standard,Annual,809,13,1
24160,40,Male,11,18,7,13,Premium,Quarterly,469,27,0
30381,31,Male,54,4,1,3,Standard,Monthly,748,10,0
28760,58,Male,53,22,0,20,Standard,Monthly,351,17,0
41463,41,Male,5,11,2,15,Standard,Quarterly,593,15,0
286,41,Female,14,18,10,15,Basic,Annual,380,7,0
40091,60,Female,16,20,10,5,Standard,Quarterly,145,24,0
39157,19,Female,42,25,2,13,Basic,Quarterly,827,30,0
46201,62,Female,59,1,1,27,Basic,Monthly,147,10,1
30313,25,Male,34,14,3,12,Premium,Annual,559,20,0
12049,25,Female,12,22,0,22,Standard,Quarterly,371,10,1
13800,55,Female,14,17,0,12,Premium,Monthly,474,7,0
45635,55,Male,6,30,3,15,Basic,Monthly,166,2,0
52748,36,Male,58,2,6,29,Premium,Quarterly,171,26,1
268,65,Male,55,10,5,18,Premium,Quarterly,689,6,1
56856,49,Male,59,23,7,21,Basic,Monthly,869,30,1
10719,47,Female,18,27,2,18,Premium,Monthly,193,8,0
60718,33,Female,37,7,7,17,Premium,Monthly,449,27,1
12962,49,Female,45,18,6,9,Basic,Quarterly,904,10,0
4451,58,Female,28,20,7,22,Basic,Monthly,116,3,1
7172,64,Male,9,27,5,9,Premium,Annual,260,9,0
34785,40,Female,10,29,3,1,Basic,Quarterly,580,18,0
39759,48,Male,19,19,6,27,Standard,Quarterly,934,13,0
13312,60,Female,25,21,8,21,Standard,Annual,839,29,1
21911,32,Female,16,10,5,15,Premium,Monthly,681,2,0
59721,65,Male,41,15,5,25,Premium,Monthly,676,29,1
114,24,Male,10,3,8,13,Basic,Annual,317,3,0
44998,44,Male,34,24,1,10,Premium,Annual,242,27,0
52482,47,Female,58,13,3,22,Standard,Monthly,146,11,1
11522,48,Female,55,12,3,29,Basic,Quarterly,320,22,1
29006,23,Female,19,23,9,19,Premium,Annual,898,14,0
6677,47,Female,58,29,4,28,Standard,Quarterly,170,5,1
7366,48,Female,30,2,3,25,Premium,Quarterly,440,17,1
41013,25,Female,57,15,8,15,Premium,Monthly,657,1,0
40854,47,Male,27,6,5,6,Basic,Annual,295,21,0
28939,45,Female,15,6,5,7,Standard,Quarterly,923,21,0
58664,49,Female,20,1,7,30,Premium,Monthly,652,28,1
63560,37,Female,1,2,3,22,Standard,Monthly,144,9,1
28806,45,Male,41,14,0,23,Standard,Annual,842,13,0
46934,46,Female,55,23,10,24,Basic,Monthly,178,24,1
42810,48,Female,49,20,8,28,Standard,Monthly,285,7,1
58181,27,Male,25,18,7,20,Standard,Monthly,768,8,1
1317,53,Male,58,17,7,9,Standard,Monthly,876,6,0
16891,25,Female,30,21,2,15,Premium,Annual,259,10,0
64366,26,Female,54,24,2,21,Basic,Annual,165,23,1
34326,57,Male,34,8,8,17,Premium,Quarterly,369,8,1
52242,64,Male,39,13,7,24,Standard,Annual,865,20,1
35569,33,Female,23,8,7,14,Premium,Annual,519,3,0
12006,42,Female,44,27,5,29,Premium,Quarterly,827,29,1
49807,38,Male,48,11,7,20,Standard,Monthly,570,14,1
43076,45,Male,5,21,2,0,Basic,Monthly,394,12,0
25605,59,Female,4,27,4,21,Premium,Annual,415,29,1
60436,45,Male,57,25,7,30,Standard,Quarterly,724,3,1
23367,38,Female,13,12,7,27,Standard,Annual,249,11,1
16866,65,Female,2,13,4,21,Premium,Quarterly,886,29,0
17285,64,Male,48,20,3,22,Standard,Quarterly,992,29,0
43679,35,Male,37,13,8,22,Standard,Quarterly,928,22,1
33770,42,Male,35,3,7,28,Premium,Monthly,647,2,1
35865,49,Male,46,1,1,3,Basic,Monthly,721,30,0
17346,61,Female,7,7,4,25,Basic,Monthly,480,27,1
29393,38,Male,3,7,7,5,Standard,Monthly,741,28,0
61546,37,Female,47,21,5,24,Premium,Monthly,233,20,1
27660,30,Female,9,10,7,9,Basic,Monthly,475,30,0
14320,65,Female,17,24,0,4,Premium,Monthly,843,12,0
63930,42,Male,44,26,7,21,Standard,Monthly,591,2,1
17159,63,Female,12,13,5,12,Basic,Annual,251,21,0
11015,62,Female,55,24,8,17,Standard,Quarterly,572,6,1
7673,45,Female,22,25,2,16,Basic,Monthly,559,18,0
55514,54,Female,4,23,1,23,Premium,Annual,328,12,1
10551,58,Male,2,3,1,17,Standard,Monthly,320,21,0
2504,24,Female,13,14,3,3,Premium,Quarterly,1000,29,0
47573,18,Female,40,23,9,16,Premium,Quarterly,370,12,1
34193,35,Male,26,27,5,28,Basic,Quarterly,467,25,1
13515,56,Female,3,19,6,8,Standard,Annual,125,20,0
31525,19,Male,2,26,4,21,Basic,Annual,601,23,0
16981,64,Female,24,14,1,29,Standard,Annual,573,23,0
53265,50,Female,33,23,4,30,Premium,Annual,286,5,1
39824,22,Male,22,21,5,24,Basic,Annual,218,10,0
60464,51,Female,35,26,4,30,Premium,Quarterly,193,28,1
59506,18,Male,34,14,6,24,Premium,Quarterly,282,29,1
1303,18,Male,21,18,6,23,Standard,Monthly,586,21,0
19590,60,Male,42,23,0,16,Premium,Annual,454,2,0
15594,52,Male,50,28,2,10,Standard,Annual,237,15,0
54657,54,Male,25,18,8,24,Premium,Quarterly,479,18,1
47001,22,Female,37,14,10,26,Basic,Quarterly,411,30,1
5900,29,Female,32,9,10,14,Premium,Annual,859,21,0
29197,24,Male,58,21,0,25,Basic,Monthly,200,24,0
43582,50,Male,18,5,0,28,Standard,Annual,109,19,0
50485,18,Female,28,25,8,20,Basic,Monthly,642,7,1
11632,57,Female,21,3,1,7,Basic,Quarterly,395,15,0
16591,23,Female,25,7,1,30,Basic,Monthly,349,22,1
12960,22,Male,59,1,8,6,Standard,Monthly,751,23,0
53151,53,Male,6,5,6,25,Standard,Annual,477,15,1
33092,21,Female,49,7,1,16,Premium,Quarterly,453,9,0
15365,47,Female,24,28,7,28,Basic,Annual,583,4,1
60457,36,Female,59,21,3,28,Premium,Monthly,616,7,1
38353,60,Male,24,20,9,24,Standard,Annual,814,19,1
61367,34,Female,39,25,0,28,Premium,Annual,340,24,1
29140,20,Female,54,7,10,6,Premium,Monthly,312,23,0
62344,54,Male,39,13,7,20,Premium,Quarterly,783,8,1
30913,20,Female,13,1,4,17,Premium,Quarterly,519,20,0
17390,48,Male,7,2,8,0,Premium,Annual,962,11,1
15306,58,Male,30,24,10,13,Basic,Annual,981,6,0
40113,42,Female,25,14,3,21,Premium,Annual,200,26,1
25809,26,Female,35,21,6,8,Standard,Quarterly,290,9,0
43803,31,Male,53,13,5,13,Basic,Monthly,840,18,0
26629,51,Male,56,13,7,15,Standard,Monthly,433,27,0
32400,19,Female,41,21,10,4,Standard,Quarterly,110,19,0
59222,43,Male,54,15,10,25,Basic,Monthly,166,9,1
20228,32,Male,56,5,7,15,Premium,Annual,236,25,0
17431,36,Male,57,9,10,1,Premium,Quarterly,425,6,0
59509,64,Female,37,4,2,30,Standard,Monthly,938,18,1
63776,31,Female,50,1,9,19,Standard,Annual,564,16,1
20468,59,Female,48,3,7,30,Basic,Annual,704,4,1
20794,40,Male,6,30,3,21,Basic,Monthly,727,20,0
58877,38,Male,59,26,7,26,Basic,Monthly,311,6,1
40215,56,Female,24,18,9,9,Basic,Monthly,111,29,0
34514,50,Male,1,25,0,7,Premium,Annual,850,15,0
21701,51,Female,54,19,4,9,Standard,Monthly,924,14,0
12930,43,Male,47,21,8,5,Standard,Annual,443,10,0
27074,60,Female,44,30,7,7,Standard,Monthly,865,2,0
61290,41,Male,49,13,7,23,Basic,Annual,956,17,1
12754,57,Female,51,8,2,13,Standard,Monthly,930,21,0
53042,44,Female,14,14,1,29,Standard,Annual,448,3,1
56426,49,Female,46,21,9,24,Premium,Annual,720,27,1
63326,46,Male,44,12,8,20,Premium,Quarterly,614,17,1
25002,46,Male,5,18,4,17,Standard,Monthly,196,28,0
8105,23,Female,59,14,6,19,Premium,Monthly,443,30,1
9891,27,Female,42,21,4,24,Premium,Monthly,157,23,1
24897,50,Male,31,25,5,13,Premium,Monthly,127,23,0
2440,33,Female,31,9,3,4,Standard,Monthly,420,2,0
18309,62,Male,19,13,0,25,Basic,Monthly,355,20,0
54007,28,Male,37,25,5,18,Standard,Monthly,136,30,1
29779,62,Male,16,24,9,21,Basic,Quarterly,148,22,0
47431,40,Female,49,6,10,26,Basic,Annual,271,19,1
7967,40,Male,53,27,10,18,Standard,Quarterly,444,14,1
11536,56,Female,57,17,2,17,Premium,Monthly,332,17,0
61982,39,Female,49,5,4,25,Standard,Quarterly,247,8,1
3636,31,Female,4,13,4,8,Standard,Monthly,104,11,0
12530,47,Female,43,22,3,13,Standard,Monthly,205,29,0
20000,63,Female,38,26,4,7,Standard,Monthly,998,5,0
58558,58,Female,11,16,2,22,Basic,Annual,122,2,1
43610,26,Male,16,15,5,7,Standard,Quarterly,809,10,0
28702,47,Female,7,3,5,10,Standard,Quarterly,793,6,0
55569,53,Female,24,24,4,29,Standard,Monthly,392,21,1
45961,37,Male,55,27,5,25,Premium,Quarterly,506,7,1
36490,24,Male,39,29,4,3,Basic,Annual,750,2,0
51701,61,Female,7,2,3,18,Premium,Annual,619,17,1
1506,40,Female,57,17,10,22,Standard,Annual,139,5,1
9728,59,Male,7,24,6,21,Standard,Annual,172,30,0
63862,51,Male,40,5,9,5,Standard,Quarterly,614,24,1
3691,50,Female,44,21,10,6,Basic,Quarterly,263,8,0
25407,56,Female,19,2,0,17,Premium,Annual,455,19,0
46692,35,Female,35,2,0,4,Basic,Annual,186,2,1
16262,21,Female,43,15,3,15,Basic,Monthly,454,17,0
60340,30,Male,48,6,5,24,Standard,Quarterly,856,6,1
57305,28,Female,52,20,6,26,Standard,Quarterly,104,29,1
48400,38,Female,46,30,0,24,Premium,Quarterly,319,21,1
24034,28,Male,48,29,8,20,Basic,Monthly,318,29,1
56544,28,Female,33,19,8,29,Standard,Annual,271,27,1
5799,51,Female,33,30,8,26,Standard,Quarterly,909,10,1
11649,53,Male,43,17,1,22,Premium,Monthly,937,16,0
12032,39,Female,19,4,7,13,Basic,Monthly,207,27,0
13526,30,Male,36,18,3,11,Standard,Annual,760,9,0
39774,62,Female,45,27,8,1,Standard,Annual,911,7,0
14349,38,Male,55,2,3,0,Basic,Quarterly,379,30,0
23208,64,Female,5,29,0,6,Standard,Annual,819,1,0
59794,53,Female,12,3,0,29,Premium,Quarterly,131,16,1
24197,23,Male,55,19,3,30,Premium,Quarterly,148,16,0
26003,35,Female,9,5,2,20,Premium,Monthly,708,5,0
21853,64,Male,9,18,2,12,Premium,Quarterly,818,5,0
52803,53,Male,44,14,8,22,Basic,Quarterly,753,9,1
25522,54,Male,60,28,0,3,Standard,Quarterly,676,6,0
64315,27,Male,34,18,9,17,Premium,Monthly,413,21,1
34751,59,Female,25,8,1,23,Premium,Quarterly,693,3,0
60143,24,Female,18,4,3,21,Basic,Quarterly,251,7,1
3232,37,Female,43,12,5,3,Standard,Quarterly,493,21,0
11100,47,Female,33,3,1,8,Basic,Quarterly,914,22,0
47068,44,Female,21,1,0,23,Standard,Annual,184,13,1
33356,44,Female,18,23,0,11,Basic,Monthly,858,28,0
12368,27,Male,46,22,0,6,Premium,Monthly,668,2,0
55008,54,Male,39,28,8,27,Basic,Annual,996,3,1
25340,33,Female,39,16,7,19,Standard,Quarterly,559,28,1
58592,42,Female,5,22,6,27,Standard,Monthly,608,3,1
1434,26,Male,36,2,2,21,Standard,Quarterly,842,5,0
8121,52,Male,25,12,10,28,Basic,Annual,905,16,1
62884,32,Male,43,30,5,19,Basic,Annual,154,21,1
23640,53,Male,58,3,2,17,Basic,Monthly,587,4,0
22317,29,Male,46,11,3,21,Premium,Annual,690,24,0
46929,32,Female,46,29,7,20,Basic,Annual,943,24,1
15246,26,Female,8,1,5,17,Basic,Annual,139,8,1
14609,25,Male,22,8,9,26,Standard,Quarterly,413,18,0
3879,25,Female,9,7,1,16,Standard,Annual,585,12,0
31989,38,Female,58,7,9,9,Premium,Annual,498,4,0
34938,48,Male,56,14,10,29,Standard,Quarterly,833,29,1
51050,38,Male,52,6,7,26,Premium,Monthly,111,6,1
35259,43,Male,22,21,9,25,Basic,Annual,116,12,0
40290,62,Male,46,15,4,1,Standard,Quarterly,526,11,0
39660,32,Male,6,25,4,23,Premium,Annual,227,13,0
12095,36,Female,51,8,10,0,Standard,Quarterly,763,16,0
17644,26,Male,56,10,7,17,Premium,Annual,652,26,1
13368,51,Male,6,18,5,24,Standard,Quarterly,981,16,0
63350,51,Male,20,2,6,6,Standard,Quarterly,911,6,1
34862,45,Male,45,16,7,5,Standard,Quarterly,564,30,0
47952,31,Female,9,16,9,23,Basic,Quarterly,260,18,1
49656,31,Male,46,25,10,30,Premium,Quarterly,677,25,1
56216,56,Male,47,21,7,17,Basic,Annual,286,8,1
34113,21,Female,40,29,10,21,Basic,Annual,556,20,1
2444,25,Female,21,2,1,15,Premium,Quarterly,170,28,0
31275,23,Female,59,2,9,8,Basic,Annual,177,25,1
21184,38,Male,38,2,1,30,Basic,Monthly,414,13,0
13632,34,Female,51,6,8,18,Standard,Monthly,775,15,1
45482,32,Male,26,25,9,12,Standard,Annual,465,5,0
21264,32,Male,25,15,9,28,Standard,Quarterly,234,13,1
19653,31,Male,18,17,9,29,Standard,Monthly,130,23,0
19131,42,Male,32,15,10,0,Basic,Quarterly,369,9,0
46535,26,Male,51,26,10,24,Basic,Annual,185,30,1
58770,30,Female,25,12,10,19,Basic,Annual,719,28,1
10726,41,Male,54,11,4,5,Premium,Quarterly,907,21,0
19091,54,Female,41,17,2,2,Standard,Annual,770,16,0
46753,47,Male,58,24,6,20,Basic,Quarterly,633,29,1
9231,43,Female,11,22,7,30,Standard,Monthly,132,14,1
50086,25,Male,53,3,10,29,Standard,Monthly,862,8,1
1287,52,Female,27,16,0,11,Standard,Monthly,260,26,0
24562,33,Male,37,23,2,29,Premium,Monthly,477,4,0
54446,24,Male,53,8,7,26,Premium,Monthly,595,4,1
6458,26,Female,1,14,8,16,Standard,Monthly,477,6,0
48789,37,Male,53,15,8,17,Basic,Monthly,309,5,1
43729,32,Male,3,5,0,30,Premium,Monthly,238,27,0
22195,61,Female,5,13,5,24,Basic,Quarterly,168,5,1
41560,41,Male,44,20,2,16,Basic,Annual,190,23,0
21255,55,Male,51,13,9,20,Standard,Monthly,594,19,1
501,32,Male,43,8,2,14,Standard,Annual,323,7,0
32838,58,Female,18,30,9,17,Premium,Monthly,640,6,0
35329,20,Male,38,4,7,12,Basic,Quarterly,412,4,0
32204,31,Female,52,24,5,25,Basic,Quarterly,572,6,1
32481,55,Female,23,2,4,21,Basic,Monthly,150,30,1
16305,32,Male,30,27,7,17,Basic,Monthly,810,13,1
45756,25,Female,31,26,9,19,Standard,Monthly,217,11,1
56669,34,Male,49,20,8,26,Standard,Monthly,951,3,1
54870,59,Male,40,16,7,25,Standard,Annual,892,10,1
21440,20,Male,14,9,5,19,Standard,Quarterly,101,6,0
32959,27,Female,15,28,0,14,Basic,Annual,123,26,0
1227,60,Female,11,8,5,22,Premium,Annual,923,26,0
44971,40,Male,59,21,1,2,Basic,Monthly,846,30,0
31153,27,Male,56,26,9,9,Standard,Annual,901,8,0
24381,41,Male,45,20,0,10,Basic,Quarterly,435,6,0
12084,65,Male,3,5,10,21,Standard,Quarterly,520,27,1
30365,62,Female,40,20,10,13,Premium,Monthly,743,1,0
25709,53,Female,44,8,7,6,Premium,Quarterly,645,27,0
28874,64,Female,43,5,1,16,Standard,Annual,396,13,0
18555,27,Male,40,27,5,21,Standard,Annual,653,14,1
55549,44,Male,48,26,5,24,Premium,Annual,884,27,1
41067,25,Male,11,24,9,5,Standard,Monthly,636,20,0
61274,43,Female,40,28,1,26,Premium,Quarterly,393,18,1
22019,63,Male,55,11,5,9,Standard,Annual,516,14,0
42295,45,Male,25,27,9,18,Basic,Monthly,458,8,1
3139,59,Female,39,21,7,12,Basic,Quarterly,708,14,0
33064,27,Male,58,18,8,4,Standard,Annual,350,25,0
39814,58,Female,32,8,0,10,Basic,Annual,400,28,0
19733,32,Male,18,21,8,9,Premium,Monthly,691,8,0
28372,38,Male,8,17,3,15,Basic,Monthly,195,15,0
28645,46,Male,47,24,3,25,Standard,Quarterly,308,20,0
7481,49,Male,7,4,8,28,Basic,Monthly,843,13,0
32880,65,Female,47,4,10,14,Basic,Annual,160,17,1
14903,34,Male,54,9,5,14,Standard,Quarterly,903,18,0
1896,23,Female,44,24,9,28,Premium,Monthly,174,14,1
61797,58,Male,50,29,10,28,Premium,Monthly,313,3,1
37465,26,Female,48,9,7,20,Standard,Monthly,237,21,1
56657,60,Male,33,10,10,29,Premium,Quarterly,542,2,1
15910,50,Female,48,17,8,5,Basic,Annual,595,4,0
64149,34,Female,25,12,9,29,Premium,Quarterly,548,30,1
35184,64,Male,27,14,10,26,Standard,Quarterly,981,1,1
58772,43,Female,42,3,7,29,Basic,Monthly,621,7,1
15748,46,Male,19,22,10,20,Premium,Quarterly,858,22,0
55019,31,Male,25,11,9,27,Standard,Monthly,839,27,1
44935,33,Female,21,6,9,22,Premium,Quarterly,200,4,1
42733,24,Female,27,14,8,18,Basic,Annual,940,7,1
33809,22,Female,59,29,8,10,Premium,Annual,470,8,0
53455,60,Male,4,1,4,3,Premium,Quarterly,990,26,1
8902,35,Female,33,2,7,24,Basic,Monthly,574,18,1
29865,54,Male,36,10,6,4,Basic,Annual,853,25,0
27872,42,Female,17,22,4,22,Standard,Quarterly,481,1,1
24820,31,Male,26,17,7,0,Basic,Quarterly,670,27,0
25281,33,Male,16,20,3,10,Premium,Monthly,644,20,0
55162,47,Female,6,1,10,21,Basic,Quarterly,129,10,1
51711,19,Female,53,29,9,28,Basic,Annual,124,3,1
