CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
21329,29,Male,58,9,9,4,Standard,Monthly,545,27,0
55630,33,Female,42,19,3,30,Premium,Monthly,426,23,1
21859,51,Male,21,9,4,6,Basic,Annual,988,27,0
63893,38,Female,37,8,0,23,Standard,Quarterly,179,21,1
13111,20,Male,11,16,5,5,Standard,Monthly,683,11,0
8467,34,Female,18,13,9,11,Basic,Quarterly,709,18,0
25348,31,Female,15,19,5,29,Premium,Quarterly,898,19,0
49768,56,Female,53,7,2,24,Premium,Monthly,668,11,1
30142,55,Male,10,30,10,1,Premium,Quarterly,934,12,0
17467,22,Male,46,10,5,23,Standard,Annual,840,19,1
60339,65,Female,23,1,9,16,Standard,Monthly,140,21,1
44820,29,Male,18,14,6,11,Standard,Monthly,247,26,0
34706,62,Female,18,8,0,3,Premium,Annual,627,14,0
58775,48,Male,57,29,10,22,Standard,Annual,408,27,1
7315,40,Female,2,4,5,3,Standard,Annual,938,18,0
49305,63,Male,60,1,6,17,Basic,Quarterly,751,13,1
52513,20,Male,56,7,9,23,Standard,Monthly,446,10,1
7427,19,Male,11,26,6,14,Premium,Quarterly,823,17,0
58209,52,Male,60,5,8,13,Standard,Monthly,161,12,1
58357,46,Male,41,30,5,18,Basic,Quarterly,713,25,1
33641,33,Female,60,3,10,14,Basic,Annual,459,6,0
16841,19,Male,30,19,6,16,Premium,Annual,964,22,1
56181,47,Male,46,5,8,28,Premium,Quarterly,826,13,1
16544,40,Female,17,5,0,9,Premium,Quarterly,530,2,0
37834,46,Female,28,29,7,9,Basic,Monthly,148,26,0
47275,38,Female,52,4,3,21,Basic,Annual,411,16,1
51742,32,Male,50,24,9,27,Basic,Annual,757,20,1
58624,55,Female,21,10,6,30,Basic,Quarterly,484,18,1
17391,60,Male,22,10,9,26,Standard,Monthly,472,27,0
24947,50,Male,41,10,3,12,Premium,Annual,690,29,0
45640,37,Female,42,29,10,25,Standard,Annual,392,30,1
10532,21,Male,60,18,3,15,Standard,Annual,418,16,0
12709,40,Male,51,29,9,12,Standard,Annual,503,22,0
33391,19,Male,16,4,5,19,Standard,Annual,730,30,0
34800,62,Female,3,21,7,0,Basic,Monthly,844,6,0
33963,58,Male,41,14,6,20,Standard,Quarterly,420,20,1
55425,43,Female,19,10,1,21,Standard,Monthly,693,21,1
20696,52,Female,34,12,5,18,Standard,Quarterly,803,30,1
24281,19,Male,52,8,0,8,Standard,Monthly,432,8,0
2339,18,Male,46,7,4,24,Standard,Monthly,964,2,0
26323,35,Female,44,3,5,27,Premium,Annual,356,27,1
36739,64,Male,12,12,1,0,Premium,Monthly,447,14,0
10370,45,Female,14,4,8,5,Standard,Monthly,333,29,0
32632,47,Male,5,26,3,22,Basic,Annual,376,26,0
16704,18,Male,32,15,7,14,Basic,Quarterly,604,2,0
52870,51,Female,52,2,9,15,Standard,Monthly,470,12,1
12252,27,Male,37,21,9,16,Basic,Annual,178,29,1
60716,23,Male,60,18,7,23,Basic,Quarterly,874,21,1
9639,62,Male,50,8,1,0,Basic,Monthly,300,11,0
43114,58,Male,57,25,2,25,Premium,Monthly,623,7,0
39065,24,Male,47,3,10,11,Basic,Annual,632,28,0
50940,29,Female,10,22,10,22,Premium,Quarterly,123,15,1
53268,53,Female,58,6,7,27,Standard,Monthly,516,12,1
35570,41,Female,19,9,5,24,Basic,Annual,864,22,0
58335,28,Female,45,26,10,26,Premium,Annual,860,9,1
4940,44,Female,45,25,7,24,Standard,Quarterly,228,20,1
59181,31,Male,28,7,7,24,Premium,Annual,920,5,1
42251,38,Male,47,17,4,11,Premium,Monthly,712,6,0
28426,42,Male,12,18,7,28,Standard,Annual,559,21,0
37690,61,Male,19,11,0,27,Basic,Quarterly,238,4,0
61599,22,Female,35,2,8,23,Basic,Quarterly,471,26,1
33199,36,Female,52,6,10,16,Standard,Monthly,137,5,1
36548,49,Male,58,12,2,29,Basic,Monthly,678,8,0
62958,41,Female,41,10,5,24,Premium,Quarterly,179,14,1
6557,22,Female,49,1,4,21,Premium,Monthly,445,15,1
314,29,Female,37,16,0,7,Standard,Monthly,845,2,0
43327,23,Male,31,24,10,10,Standard,Monthly,927,21,0
15494,65,Female,4,18,9,9,Standard,Monthly,671,8,0
45295,62,Female,30,23,9,16,Standard,Annual,685,17,1
41088,46,Male,23,4,6,8,Basic,Monthly,119,9,0
50309,41,Female,6,9,0,24,Premium,Monthly,634,13,1
13167,56,Female,20,17,6,22,Standard,Quarterly,502,3,0
16650,28,Female,59,19,0,4,Premium,Annual,576,30,0
2280,48,Female,34,12,4,29,Premium,Quarterly,509,6,0
14204,29,Female,59,15,10,17,Standard,Annual,153,22,1
36170,37,Male,26,13,4,11,Basic,Quarterly,629,22,0
28109,35,Male,59,15,9,29,Premium,Annual,330,14,1
43680,45,Female,30,25,1,27,Basic,Quarterly,919,24,0
5540,27,Female,57,2,5,23,Premium,Monthly,728,17,1
53749,49,Female,18,9,1,25,Premium,Monthly,438,2,1
48999,55,Male,38,11,6,16,Standard,Monthly,977,12,1
16323,60,Male,5,12,4,25,Standard,Monthly,342,27,0
42343,47,Male,32,11,10,19,Premium,Annual,835,16,1
50701,52,Female,30,8,8,24,Basic,Quarterly,284,10,1
50093,58,Female,41,23,5,18,Premium,Monthly,101,18,1
50815,39,Female,42,22,8,19,Premium,Quarterly,540,27,1
15207,54,Male,6,3,4,3,Premium,Monthly,453,26,1
33183,22,Female,19,19,0,14,Standard,Quarterly,267,11,0
5122,62,Female,40,24,4,11,Basic,Quarterly,697,20,0
56102,19,Male,8,2,4,2,Premium,Annual,649,27,1
56062,41,Male,57,5,10,16,Premium,Annual,817,28,1
60089,44,Female,3,30,5,25,Basic,Monthly,901,7,1
42645,53,Male,36,7,7,7,Standard,Annual,775,4,0
5418,35,Female,23,10,10,9,Basic,Quarterly,758,10,0
23112,40,Male,26,2,2,10,Standard,Annual,183,6,1
14989,36,Female,5,6,10,2,Premium,Monthly,191,23,0
39570,48,Female,6,27,6,18,Standard,Annual,813,8,0
4584,56,Female,41,7,7,7,Premium,Quarterly,445,12,0
47329,39,Female,39,29,8,19,Standard,Annual,500,8,1
56002,28,Female,33,7,5,23,Standard,Annual,386,1,1
32321,39,Female,22,11,0,6,Standard,Monthly,600,22,0
56164,21,Female,29,21,7,30,Standard,Monthly,822,23,1
11042,27,Female,17,2,7,23,Standard,Annual,162,19,1
40843,50,Female,5,13,10,26,Basic,Monthly,259,17,1
50775,64,Female,42,21,7,21,Premium,Annual,162,5,1
24142,32,Female,55,17,2,30,Premium,Annual,662,13,0
18854,23,Male,2,1,6,23,Basic,Quarterly,621,24,1
41893,26,Female,1,29,9,18,Standard,Quarterly,958,17,0
63285,26,Male,27,11,7,21,Standard,Annual,911,4,1
38887,35,Female,3,28,5,15,Premium,Quarterly,103,11,0
52962,23,Male,48,11,5,19,Standard,Annual,884,1,1
62261,60,Female,11,13,3,25,Basic,Monthly,882,27,1
62561,59,Female,38,2,9,9,Basic,Quarterly,270,20,1
39706,65,Female,18,23,5,20,Basic,Quarterly,998,4,0
55589,25,Male,42,25,5,21,Basic,Monthly,548,27,1
8304,58,Female,60,24,8,13,Premium,Monthly,768,13,0
48934,28,Female,58,2,10,30,Standard,Annual,611,4,1
37395,35,Female,23,28,2,2,Basic,Monthly,114,5,0
30706,21,Male,13,25,0,25,Standard,Quarterly,416,14,0
46972,59,Male,44,1,5,19,Standard,Quarterly,424,7,1
35049,37,Male,13,13,7,1,Basic,Monthly,754,10,0
55968,50,Male,45,1,6,24,Standard,Annual,353,30,1
12416,29,Female,36,7,0,29,Standard,Annual,509,19,0
32820,59,Female,55,10,8,19,Basic,Monthly,603,24,1
50568,28,Male,50,22,5,17,Standard,Annual,356,28,1
32597,36,Male,7,21,1,24,Standard,Quarterly,475,17,0
62326,39,Female,35,18,6,23,Standard,Annual,621,27,1
28231,64,Male,45,14,3,10,Standard,Annual,279,14,0
51787,54,Female,25,30,1,29,Standard,Annual,268,5,1
23443,64,Male,20,16,0,10,Basic,Monthly,234,16,0
21333,25,Female,24,20,8,7,Premium,Monthly,663,2,0
15225,47,Male,24,18,8,22,Standard,Annual,914,26,1
40106,22,Male,34,16,3,9,Basic,Annual,645,12,0
28443,23,Female,15,6,6,1,Basic,Monthly,920,29,0
6893,42,Male,47,11,1,17,Basic,Annual,845,6,0
44801,32,Female,25,23,7,11,Basic,Monthly,757,13,0
21355,39,Male,43,26,9,24,Standard,Annual,381,20,1
37437,48,Female,14,8,9,17,Standard,Quarterly,961,26,0
32071,32,Male,26,17,6,6,Premium,Annual,166,24,0
40114,29,Female,56,10,7,14,Standard,Annual,661,30,0
59074,19,Female,33,7,5,30,Premium,Annual,188,5,1
39468,57,Male,53,18,6,25,Basic,Monthly,523,14,1
19810,34,Male,29,13,2,16,Standard,Monthly,133,25,0
63501,41,Female,47,11,2,26,Standard,Monthly,311,27,1
62212,64,Female,49,24,5,24,Standard,Monthly,910,10,1
41714,19,Male,3,24,9,9,Standard,Quarterly,767,14,0
32288,20,Female,55,25,3,20,Premium,Monthly,742,12,0
50895,20,Male,46,27,10,28,Standard,Annual,344,4,1
47715,52,Male,59,2,8,10,Basic,Quarterly,915,22,1
42322,65,Male,11,11,5,16,Basic,Quarterly,796,24,0
7568,52,Male,42,11,4,19,Premium,Quarterly,862,30,0
48690,59,Female,20,5,9,24,Basic,Monthly,260,20,1
25849,58,Male,49,9,6,22,Basic,Monthly,448,24,1
26365,61,Female,30,8,3,29,Basic,Annual,455,4,1
29116,37,Male,51,3,4,12,Standard,Annual,796,8,0
49490,27,Male,31,18,9,22,Premium,Annual,958,5,1
1044,28,Male,45,16,0,1,Standard,Monthly,813,25,0
22999,26,Male,8,29,0,22,Basic,Quarterly,592,27,0
42643,39,Male,56,23,9,24,Premium,Monthly,289,2,1
28565,56,Female,49,13,7,29,Standard,Annual,627,21,1
40887,29,Female,33,4,0,12,Basic,Monthly,210,28,0
25479,60,Female,29,11,0,8,Basic,Monthly,959,11,0
30732,19,Female,17,19,0,17,Premium,Quarterly,539,26,0
24598,31,Female,51,25,10,15,Basic,Monthly,771,25,0
13359,34,Female,7,9,2,30,Basic,Annual,810,29,0
11969,62,Male,59,26,3,14,Premium,Quarterly,518,5,0
26962,52,Female,37,6,6,28,Basic,Annual,628,5,1
2209,35,Male,55,9,3,8,Standard,Annual,211,26,0
42331,25,Female,29,21,10,22,Basic,Annual,673,13,1
13261,40,Female,6,10,4,18,Premium,Monthly,188,24,0
28143,29,Female,29,21,7,5,Basic,Quarterly,446,20,0
49292,24,Female,37,2,10,22,Basic,Monthly,703,15,1
63330,60,Female,27,24,6,17,Standard,Annual,928,30,1
21521,40,Male,9,18,5,20,Standard,Monthly,567,13,0
64266,63,Male,46,9,8,19,Premium,Quarterly,354,22,1
63550,31,Female,7,24,7,26,Standard,Monthly,813,30,1
27615,32,Female,6,16,6,11,Basic,Monthly,399,21,0
32443,61,Female,59,23,6,12,Premium,Annual,483,13,0
8440,33,Male,20,16,5,1,Premium,Annual,978,24,0
25013,62,Male,54,23,3,18,Standard,Monthly,560,20,0
57010,22,Male,56,18,10,23,Basic,Monthly,318,21,1
31367,28,Male,42,5,2,16,Premium,Monthly,658,26,0
37812,60,Male,33,10,3,19,Premium,Monthly,702,25,0
52974,37,Female,45,3,6,23,Standard,Annual,893,2,1
64070,38,Female,8,8,5,26,Premium,Monthly,428,3,1
40324,24,Male,7,16,4,17,Premium,Annual,467,17,0
9739,63,Female,9,1,4,23,Basic,Monthly,971,21,1
44942,58,Female,28,28,9,29,Basic,Quarterly,637,9,1
48887,57,Male,50,22,7,28,Standard,Annual,921,18,1
49788,30,Female,55,3,2,25,Basic,Quarterly,168,19,1
21259,44,Female,13,4,10,17,Premium,Quarterly,406,9,0
43663,51,Female,24,19,7,6,Standard,Monthly,693,23,0
60741,63,Female,24,24,9,25,Premium,Quarterly,327,24,1
46218,19,Female,22,10,6,24,Premium,Monthly,441,13,1
35697,20,Female,58,27,9,5,Premium,Monthly,916,14,0
47482,24,Male,57,20,6,23,Standard,Annual,764,7,1
8227,45,Female,38,9,5,23,Standard,Monthly,782,21,1
5788,43,Male,28,8,8,17,Basic,Monthly,805,13,1
63943,22,Female,24,17,9,17,Basic,Monthly,600,24,1
11596,65,Female,57,26,2,29,Standard,Monthly,696,8,1
64325,40,Female,13,22,4,25,Basic,Quarterly,415,27,1
33394,24,Male,44,21,3,1,Standard,Monthly,995,2,0
21974,39,Male,21,24,1,2,Basic,Annual,562,20,0
18753,28,Female,47,30,6,6,Basic,Quarterly,447,3,0
11617,35,Male,50,13,8,30,Standard,Quarterly,680,18,1
62501,61,Female,35,17,2,23,Premium,Monthly,706,3,1
50020,61,Female,54,6,7,26,Basic,Monthly,410,29,1
42971,42,Female,55,1,3,24,Basic,Monthly,620,18,1
30709,44,Female,59,12,2,1,Basic,Monthly,930,24,0
20883,19,Female,5,2,0,28,Basic,Quarterly,468,17,1
47916,27,Female,28,23,9,27,Basic,Annual,767,28,1
443,23,Male,7,27,8,18,Standard,Annual,776,16,0
52094,25,Male,46,9,7,21,Premium,Annual,504,12,1
19816,20,Male,44,8,2,8,Premium,Annual,654,1,0
45825,38,Female,13,24,8,26,Basic,Monthly,389,16,1
60213,61,Female,17,25,2,28,Basic,Quarterly,385,19,1
31272,40,Female,10,21,0,15,Premium,Quarterly,433,5,0
58063,44,Female,21,1,8,25,Basic,Monthly,836,7,1
45938,37,Male,50,24,6,18,Standard,Monthly,542,10,1
45717,61,Female,14,11,3,25,Basic,Annual,167,13,1
46286,44,Female,20,6,4,26,Standard,Monthly,396,9,1
51343,32,Male,46,19,10,29,Basic,Quarterly,393,9,1
7029,38,Female,38,27,7,21,Basic,Annual,994,27,1
49152,47,Male,38,6,8,25,Standard,Quarterly,731,20,1
35830,54,Female,27,27,2,23,Premium,Quarterly,732,23,0
27733,64,Male,22,27,1,9,Standard,Monthly,700,20,0
37086,28,Female,35,8,5,1,Basic,Monthly,597,18,0
30006,49,Male,2,25,6,2,Premium,Quarterly,359,22,0
60081,63,Female,5,2,6,16,Premium,Monthly,506,2,1
13125,38,Female,2,8,9,17,Basic,Annual,708,11,0
63384,21,Male,34,22,8,28,Premium,Monthly,995,13,1
5707,29,Female,52,6,10,12,Standard,Monthly,905,9,0
41894,52,Female,1,28,10,4,Standard,Annual,997,1,0
18563,18,Male,58,8,9,7,Premium,Quarterly,246,13,0
41836,20,Female,38,26,0,6,Basic,Monthly,987,26,0
46177,33,Female,29,19,9,17,Premium,Monthly,770,18,1
30126,38,Male,58,10,0,24,Standard,Quarterly,700,17,0
2588,18,Female,45,13,1,0,Premium,Annual,219,27,0
17813,54,Male,19,5,2,28,Basic,Monthly,234,25,0
